Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Quality_Category,Taste_Categories,Quality_Label_High Quality,Quality_Label_Low Quality,Quality_Label_Medium Quality,Category_Aromatic,Category_Complex,Category_Full-bodied,Category_Lingering,Category_Smooth,Category_Sour,Category_Sweet
Arabica,Colombia,2014,green,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,1,"['Sweet', 'Sour', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,1,1
Arabica,Mexico,2012,blue-green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Mexico,2012,green,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,1,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,1,1,0,1,1
Arabica,Colombia,2017,green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Sour', 'Aromatic']",True,False,False,1,0,0,0,0,1,1
Arabica,Colombia,2016,green,Unknown,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,1,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,1,1
Arabica,Costa Rica,2015,blue-green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,1,"['Sweet', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,0,1
Arabica,Guatemala,2016,green,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,1,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,1,1
Arabica,Taiwan,2016,unknown,Unknown,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,1,1
Arabica,Brazil,2015-2016,green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Taiwan,2014,green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,1,"['Sweet', 'Sour', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,1,1
Arabica,Ethiopia,2014,green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,0,1
Arabica,Brazil,2014-2015,green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,1,['Full-bodied'],True,False,False,0,0,1,0,0,0,0
Arabica,Costa Rica,2013,green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,1,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,1,1
Arabica,Guatemala,2014,green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Brazil,2013-2014,green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,1
Arabica,Ecuador,2013,blue-green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Colombia,2013,green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Guatemala,2013,green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Mexico,2012,green,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83,1,"['Sweet', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,0,1
Arabica,Mexico,2012,unknown,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Brazil,2011-2012,green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,1,"['Sweet', 'Aromatic']",True,False,False,1,0,0,0,0,0,1
Arabica,Thailand,2011,unknown,Unknown,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,1,"['Sweet', 'Sour', 'Aromatic']",True,False,False,1,0,0,0,0,1,1
Arabica,Thailand,2011,unknown,Unknown,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Ethiopia,2010,unknown,Unknown,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Kenya,Unknown,green,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,1,"['Sweet', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,1
Arabica,Brazil,2017-2018,green,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Colombia,2017,green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Aromatic']",True,False,False,1,0,0,0,0,0,1
Arabica,Taiwan,2016,green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,1,['Sweet'],True,False,False,0,0,0,0,0,0,1
Arabica,Colombia,2016,green,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,1,"['Sweet', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,1
Arabica,China,2015,green,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,0,1
Arabica,Colombia,2015-2016,green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Aromatic']",True,False,False,1,0,0,0,0,0,1
Arabica,Uganda,2013,green,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,1,"['Sweet', 'Sour', 'Aromatic']",True,False,False,1,0,0,0,0,1,1
Arabica,United States (Puerto Rico),2013,green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,1,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,1,1,0,0,1
Arabica,Colombia,2014,green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,1,"['Sweet', 'Sour', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,1,1
Arabica,Colombia,2014,green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Colombia,2013,blue-green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,1,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,0,1
Arabica,United States (Hawaii),2013,blue-green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",True,False,False,0,1,1,1,0,0,1
Arabica,Mexico,2012,unknown,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75,1,"['Sweet', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,1
Arabica,Guatemala,2012,blue-green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Colombia,2011,unknown,Unknown,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,2,"['Sweet', 'Smooth', 'Aromatic']",False,False,True,1,0,0,0,1,0,1
Arabica,Colombia,2010,unknown,Unknown,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Smooth', 'Aromatic']",True,False,False,1,0,0,0,1,0,1
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,1,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,0,1
Arabica,Brazil,2017-2018,green,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,1,['Sweet'],True,False,False,0,0,0,0,0,0,1
Arabica,Kenya,2017,blue-green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,2,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",False,False,True,1,1,0,1,0,0,1
Arabica,Honduras,2016,green,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,1,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",True,False,False,0,1,1,1,0,0,1
Arabica,Nicaragua,2016,green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,1,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",True,False,False,0,1,1,1,0,0,1
Arabica,Brazil,2016,green,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Taiwan,2015,blue-green,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Costa Rica,Unknown,blue-green,Unknown,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Thailand,2014,blue-green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Colombia,2014-2015,unknown,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,Guatemala,2014,green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,1,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,1,1
Arabica,Colombia,2013,green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,1,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Guatemala,2013,green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Guatemala,2013,green,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,1,"['Sweet', 'Aromatic']",True,False,False,1,0,0,0,0,0,1
Arabica,Colombia,2012,green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,2,"['Sweet', 'Sour', 'Aromatic']",False,False,True,1,0,0,0,0,1,1
Arabica,Guatemala,2012,green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,1,"['Full-bodied', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,1,1,0,0,0
Arabica,Guatemala,2012,green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,1,['Sweet'],True,False,False,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,1,"['Sweet', 'Full-bodied', 'Smooth']",True,False,False,0,0,1,0,1,0,1
Arabica,Indonesia,2012,green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,1,"['Sweet', 'Aromatic']",True,False,False,1,0,0,0,0,0,1
Arabica,Guatemala,2012,green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,1,"['Sweet', 'Sour']",True,False,False,0,0,0,0,0,1,1
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,1,"['Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,1,1,0,1,0
Arabica,Brazil,2017-2018,green,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2016,green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,1,"['Sweet', 'Sour', 'Aromatic']",True,False,False,1,0,0,0,0,1,1
Arabica,Colombia,2016,green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,China,2015,green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2015,green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Mexico,2014,green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Ethiopia,2014,unknown,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Uganda,2013,green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Colombia,2014,green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,1,"['Sweet', 'Lingering', 'Complex']",True,False,False,0,1,0,1,0,0,1
Arabica,Colombia,2014,green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Colombia,2014,unknown,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,1,"['Sweet', 'Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,1
Arabica,Taiwan,2013-2014,green,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,1,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,0,1,0,1,1
Arabica,Colombia,2012,green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,1,"['Sweet', 'Full-bodied']",True,False,False,0,0,1,0,0,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Colombia,2012,green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2012,blue-green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,2,"['Sweet', 'Sour', 'Aromatic']",False,False,True,1,0,0,0,0,1,1
Arabica,Colombia,2016,blue-green,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,1,1
Arabica,Taiwan,2016-2017,blue-green,Unknown,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Costa Rica,2015,blue-green,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Colombia,2016,green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,1
Arabica,Guatemala,2016,blue-green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Colombia,2015,green,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Tanzania,2015,green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Indonesia,2015,blue-green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,2,"['Sweet', 'Sour', 'Full-bodied']",False,False,True,0,0,1,0,0,1,1
Arabica,Ethiopia,2014,unknown,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Colombia,2014,unknown,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,2,"['Sweet', 'Sour', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,1,1
Arabica,Colombia,2014,green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,1
Arabica,Guatemala,2013,green,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Colombia,2014,unknown,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,2,"['Sweet', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,1
Arabica,Honduras,2014-2015,green,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Mexico,2012,green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Mexico,2012,green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Sour', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,1,1
Arabica,Mexico,2012,green,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,2,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",False,False,True,1,1,0,1,0,1,1
Arabica,Guatemala,2012,green,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,1,"['Sweet', 'Sour', 'Aromatic']",True,False,False,1,0,0,0,0,1,1
Arabica,Colombia,2012,green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2012,green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",False,False,True,0,1,1,1,0,0,1
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Indonesia,2010,unknown,Unknown,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,2,"['Sweet', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,1
Arabica,Colombia,2017-2018,green,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2016,green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2016,blue-green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Taiwan,2015,blue-green,Unknown,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Uganda,2015,green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Thailand,2015,blue-green,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,2,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",False,False,True,0,1,1,1,0,0,1
Arabica,El Salvador,2016,unknown,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,2,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",False,False,True,0,1,1,1,0,0,1
Arabica,Colombia,2015,green,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2014,green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Colombia,2014-2015,green,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,1,"['Sweet', 'Sour', 'Full-bodied']",True,False,False,0,0,1,0,0,1,1
Arabica,Guatemala,2013,green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,2,"['Sweet', 'Sour', 'Aromatic']",False,False,True,1,0,0,0,0,1,1
Arabica,Guatemala,2014,green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Guatemala,2013,green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,2,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",False,False,True,0,1,1,1,0,0,1
Arabica,United States (Hawaii),2012,green,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,2,"['Sweet', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,0,1
Arabica,Colombia,2012,green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,Unknown,unknown,Unknown,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
