Species,Country.of.Origin,Harvest.Year,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
Arabica,Guatemala,2015,Green,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25
Arabica,China,2015,Green,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25
Arabica,Colombia,2015,Green,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25
Arabica,Colombia,2015,Green,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25
Arabica,Colombia,2015-2016,Green,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25
Arabica,Colombia,2015,Green,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25
Arabica,"Tanzania, United Republic Of",2014,Green,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25
Arabica,"Tanzania, United Republic Of",2014,Green,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25
Arabica,Guatemala,2014,Green,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25
Arabica,United States (Hawaii),2012,Bluish-Green,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25
Arabica,Mexico,2012,Green,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25
Arabica,Mexico,2012,Bluish-Green,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25
Arabica,Uganda,2012,Green,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25
Arabica,Guatemala,2017,Green,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17
Arabica,Colombia,2016,Green,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17
Arabica,Costa Rica,2016,Bluish-Green,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17
Arabica,Guatemala,2016,Green,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17
Arabica,Colombia,2015,Bluish-Green,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17
Arabica,Nicaragua,2015,Bluish-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17
Arabica,Brazil,2015,Unknown,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17
Arabica,Costa Rica,2014,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17
Arabica,Ethiopia,2014,Green,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17
Arabica,"Tanzania, United Republic Of",2014,Green,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17
Arabica,Colombia,2014-2015,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17
Arabica,Guatemala,2013,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17
Arabica,Kenya,2013,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17
Arabica,Brazil,2012,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17
Arabica,Guatemala,2013,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17
Arabica,El Salvador,2013,Bluish-Green,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17
Arabica,Colombia,2012,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17
Arabica,Guatemala,2012,Bluish-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17
Arabica,Uganda,2012,Green,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17
Arabica,Indonesia,2017,Bluish-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13
Arabica,Colombia,2017-2018,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08
Arabica,Taiwan,2016,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08
Arabica,Guatemala,2016,Green,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,Colombia,2014,Unknown,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,Guatemala,2014,Bluish-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,United States (Hawaii),2012,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08
Arabica,Ethiopia,2012,Unknown,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08
Arabica,Costa Rica,2017,Unknown,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0
Arabica,Ethiopia,2017,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0
Arabica,Honduras,2017,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0
Arabica,Guatemala,2015,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0
Arabica,Colombia,2014-2015,Green,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0
Arabica,Guatemala,2014,Green,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0
Arabica,Guatemala,2014,Green,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0
Arabica,Colombia,2014,Green,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0
Arabica,Ethiopia,2013,Green,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0
Arabica,Brazil,2013-2014,Green,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0
Arabica,Kenya,2012,Green,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0
Arabica,Thailand,2012,Green,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0
Arabica,Kenya,2012,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0
Arabica,Uganda,2012,Green,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0
Arabica,Thailand,2011,Unknown,Unknown,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0
Arabica,Brazil,2017-2018,Green,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92
Arabica,Mexico,2017,Green,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92
Arabica,Thailand,2015,Bluish-Green,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92
Arabica,Brazil,2016,Green,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92
Arabica,Taiwan,2015,Green,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92
Arabica,Colombia,2016,Green,Unknown,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92
Arabica,Colombia,2016,Unknown,Unknown,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92
Arabica,Taiwan,2014,Blue-Green,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92
Arabica,Colombia,2015,Unknown,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92
Arabica,Colombia,2014,Unknown,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92
Arabica,Colombia,2014,Green,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92
Arabica,Taiwan,2014,Green,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92
Arabica,Colombia,2014,Green,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92
Arabica,Mexico,2012,Unknown,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92
Arabica,Colombia,2017,Green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,Colombia,2016,Green,Unknown,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83
Arabica,Taiwan,2016,Unknown,Unknown,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,Brazil,2015-2016,Green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83
Arabica,Taiwan,2014,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,Ethiopia,2014,Green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,Brazil,2014-2015,Green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83
Arabica,Costa Rica,2013,Green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83
Arabica,Guatemala,2014,Green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83
Arabica,Brazil,2013-2014,Green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83
Arabica,Ecuador,2013,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83
Arabica,Mexico,2012,Green,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83
Arabica,Mexico,2012,Unknown,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,Brazil,2011-2012,Green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83
Arabica,Thailand,2011,Unknown,Unknown,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83
Arabica,Thailand,2011,Unknown,Unknown,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83
Arabica,Ethiopia,2010,Unknown,Unknown,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83
Arabica,Kenya,Unknown,Green,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75
Arabica,Brazil,2017-2018,Green,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,Colombia,2017,Green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75
Arabica,Taiwan,2016,Green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75
Arabica,Colombia,2016,Green,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75
Arabica,China,2015,Green,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,Colombia,2015-2016,Green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75
Arabica,Uganda,2013,Green,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75
Arabica,United States (Puerto Rico),2013,Green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,Colombia,2013,Green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75
Arabica,United States (Hawaii),2013,Bluish-Green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75
Arabica,Mexico,2012,Unknown,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75
Arabica,Guatemala,2012,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75
Arabica,Colombia,2011,Unknown,Unknown,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75
Arabica,Colombia,2010,Unknown,Unknown,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75
Arabica,United States (Hawaii),Unknown,Unknown,Unknown,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75
Arabica,Brazil,2017-2018,Green,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67
Arabica,Kenya,2017,Bluish-Green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67
Arabica,Honduras,2016,Green,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67
Arabica,Nicaragua,2016,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67
Arabica,Brazil,2016,Green,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67
Arabica,Taiwan,2015,Bluish-Green,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67
Arabica,Costa Rica,Unknown,Blue-Green,Unknown,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67
Arabica,Thailand,2014,Bluish-Green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67
Arabica,Colombia,2014-2015,Unknown,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67
Arabica,Guatemala,2014,Green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67
Arabica,Guatemala,2013,Green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67
Arabica,Colombia,2012,Green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67
Arabica,Guatemala,2012,Green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67
Arabica,Indonesia,2012,Green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67
Arabica,United States (Hawaii),Unknown,Unknown,Unknown,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67
Arabica,Brazil,2017-2018,Green,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58
Arabica,Colombia,2016,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,China,2015,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58
Arabica,Colombia,2015,Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58
Arabica,Mexico,2014,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58
Arabica,Ethiopia,2014,Unknown,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58
Arabica,Uganda,2013,Green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58
Arabica,Colombia,2014,Green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58
Arabica,Colombia,2014,Unknown,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58
Arabica,Taiwan,2013-2014,Green,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,Mexico,2012,Unknown,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,Colombia,2012,Green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,Colombia,2016,Bluish-Green,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5
Arabica,Taiwan,2016-2017,Blue-Green,Unknown,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5
Arabica,Colombia,2016,Green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5
Arabica,Guatemala,2016,Bluish-Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,Colombia,2015,Green,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5
Arabica,"Tanzania, United Republic Of",2015,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,Indonesia,2015,Bluish-Green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5
Arabica,Ethiopia,2014,Unknown,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,Colombia,2014,Unknown,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,Colombia,2014,Green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,Guatemala,2013,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5
Arabica,Colombia,2014,Unknown,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5
Arabica,Honduras,2014-2015,Green,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5
Arabica,Mexico,2012,Green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5
Arabica,Guatemala,2012,Green,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,United States (Hawaii),Unknown,Unknown,Unknown,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,Indonesia,2010,Unknown,Unknown,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,Colombia,2017-2018,Green,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42
Arabica,Guatemala,2017,Green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,Colombia,2016,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42
Arabica,Costa Rica,2016,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42
Arabica,Taiwan,2015,Blue-Green,Unknown,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42
Arabica,Uganda,2015,Green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42
Arabica,Thailand,2015,Bluish-Green,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,El Salvador,2016,Unknown,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42
Arabica,Colombia,2015,Green,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42
Arabica,"Tanzania, United Republic Of",2014,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42
Arabica,Colombia,2014-2015,Green,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42
Arabica,Guatemala,2013,Green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42
Arabica,Guatemala,2014,Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42
Arabica,Guatemala,2013,Green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42
Arabica,United States (Hawaii),2012,Green,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42
Arabica,Colombia,Unknown,Unknown,Unknown,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42
