Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,QualityTier,BrewingRecommendations,QualityTier,BrewingRecommendations
Arabica,Colombia,2015,Green,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Green,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Green,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2012,Green,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Green,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2016,Blue-Green,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Blue-Green,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Nicaragua,2015,Blue-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2014,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2014,Green,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Kenya,2013,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2013,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,El Salvador,2013,Blue-Green,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,Specialty Grade,Aeropress Brewing; Cold Brew Brewing,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Colombia,2012,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Blue-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2012,Green,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Indonesia,2017,Blue-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2017,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2016,Blue-Green,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Guatemala,2014,Blue-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2012,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2017,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2017,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2015,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Ethiopia,2013,Green,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2013,Green,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Kenya,2012,Green,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Thailand,2012,Green,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,Specialty Grade,Pour Over Brewing,Specialty Grade,Pour Over Brewing
Arabica,Kenya,2012,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2012,Green,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2017,Green,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2017,Green,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Thailand,2015,Blue-Green,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2016,Green,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2015,Green,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2014,Blue-Green,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2014,Green,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Colombia,2014,Green,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2017,Green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2014,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2014,Green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2013,Green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2013,Green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,Specialty Grade,French Press Brewing,Specialty Grade,French Press Brewing
Arabica,Ecuador,2013,Blue-Green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2011,Green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2017,Green,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2017,Green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2016,Green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Green,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,China,2015,Green,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2015,Green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2013,Green,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,United States (Puerto Rico),2013,Green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2017,Green,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Kenya,2017,Blue-Green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Honduras,2016,Green,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Nicaragua,2016,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2016,Green,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2015,Blue-Green,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Thailand,2014,Blue-Green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2013,Green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,Specialty Grade,French Press Brewing; Aeropress Brewing,Specialty Grade,French Press Brewing; Aeropress Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2012,Green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2017,Green,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,China,2015,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2014,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2013,Green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2013,Green,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Blue-Green,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2016,Blue-Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Green,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2015,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Indonesia,2015,Blue-Green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
